panel_id,week,tg,ii,age,income,education,gender,t_kakao_talk,t_anipang,t_kakao_story,t_kakao_game,n_kakao_game,t_non_kakao_game,n_non_kakao_game,t_non_kakao_story,n_non_kakao_story,t_non_kakao_talk,n_non_kakao_talk,t_non_kakao,n_non_kakao
25492,2,0,0,3,2,4,Male,721,0,0,0,0,0,0,17,1,1159,1,8195,20
25517,1,0,0,4,3,4,Female,2287,0,0,0,0,0,0,10150,1,1501,1,37026,16
25517,2,0,0,4,3,4,Female,1080,0,0,0,0,0,0,8607,1,1776,1,54036,15
25530,1,0,0,4,3,4,Male,3912,0,113,0,0,15923,2,22,2,373,3,66651,38
25530,2,0,0,4,3,4,Male,187,0,268,36,1,10845,3,4612,4,884,4,27204,38
25549,1,0,0,2,4,4,Male,21378,0,0,0,0,28521,4,2665,2,2107,1,74464,47
25549,2,0,0,2,4,4,Male,30875,0,0,0,0,15792,8,2697,2,2538,2,71708,48
25552,1,1,0,2,3,3,Female,32180,0,1180,0,0,11987,5,15278,2,1076,2,151775,41
25552,2,1,1,2,3,3,Female,28138,1125,1024,11310,4,36,1,18785,2,516,4,142045,50
25611,1,0,0,4,3,4,Female,13511,0,795,0,0,0,0,0,0,15851,2,21298,18
25611,2,0,0,4,3,4,Female,1512,0,231,0,0,0,0,0,0,2130,1,6282,11
25624,1,0,0,3,3,4,Female,240,0,0,0,0,0,0,0,0,417,1,1244,8
25624,2,0,0,3,3,4,Female,25875,0,0,0,0,0,0,0,0,2066,1,14451,20
25628,1,0,0,1,2,1,Female,6879,0,9133,0,0,0,0,122,3,5985,1,18816,31
25628,2,0,0,1,2,1,Female,11444,0,8431,0,0,109,2,10355,6,3321,3,41415,44
2578,1,0,0,5,4,4,Male,7038,0,0,0,0,0,0,0,0,3655,2,57942,27
2578,2,0,0,5,4,4,Male,17264,0,0,0,0,0,0,0,0,1000,1,13399,27
25816,1,0,0,2,2,4,Male,22908,0,1819,0,0,34179,2,391,1,661,1,72319,21
25816,2,0,0,2,2,4,Male,11394,0,3765,0,0,26498,2,244,2,1605,1,48791,26
25818,1,0,0,4,4,4,Male,17250,0,8091,0,0,1694,2,13960,2,6281,2,245765,34
25818,2,0,0,4,4,4,Male,27006,0,3460,0,0,0,0,2750,1,5712,1,240253,19
25895,1,0,0,3,3,4,Male,9780,0,747,0,0,485,2,0,0,4811,3,14875,29
25895,2,0,0,3,3,4,Male,7251,0,1358,0,0,1686,2,0,0,4551,3,12083,21
25951,1,0,0,1,1,1,Male,1077,0,0,0,0,6923,2,0,0,104,1,16677,17
25951,2,0,0,1,1,1,Male,1980,0,0,0,0,22650,2,7,1,923,1,35374,19
25987,1,0,0,4,4,4,Female,5786,0,0,0,0,0,0,27,1,6647,1,30067,18
25987,2,0,0,4,4,4,Female,1824,0,838,0,0,0,0,0,0,8486,1,15112,15
26007,1,0,0,2,4,4,Female,5140,0,0,0,0,10,1,0,0,13322,1,29531,22
26007,2,0,0,2,4,4,Female,3247,0,0,0,0,0,0,0,0,24316,1,50052,15
26020,1,0,0,2,3,3,Male,1125,0,0,0,0,961,1,0,0,3547,3,23487,21
26020,2,0,0,2,3,3,Male,1941,0,0,0,0,0,0,0,0,629,1,32511,31
26024,1,0,0,3,3,4,Female,3717,0,0,0,0,6358,1,7666,1,6285,3,28031,42
26024,2,0,0,3,3,4,Female,3729,0,0,0,0,1460,1,15484,1,11726,2,34164,30
26068,1,1,0,3,4,2,Female,7089,0,0,0,0,433,2,4,1,8717,3,31405,19
26068,2,1,1,3,4,2,Female,14909,295,348,0,0,0,0,0,0,4985,1,33499,20
26098,1,1,0,2,1,3,Female,15228,0,1703,0,0,5883,4,3736,2,511,1,105501,46
26098,2,1,1,2,1,3,Female,7031,5017,2076,0,0,10379,3,3509,2,1076,2,107374,38
26100,1,0,0,2,2,3,Male,16959,0,0,0,0,31354,1,1332,1,1215,1,83567,25
26100,2,0,0,2,2,3,Male,15175,0,4,0,0,52854,2,1267,1,399,1,114228,20
2611,1,0,0,5,4,4,Male,4045,0,0,0,0,2134,1,1916,2,7074,3,35631,41
2611,2,0,0,5,4,4,Male,1238,0,58,0,0,0,0,4617,3,4262,3,55977,29
2620,1,0,0,4,4,4,Male,2586,0,0,0,0,0,0,0,0,3800,1,35528,13
2620,2,0,0,4,4,4,Male,304,0,0,0,0,0,0,0,0,5968,1,23906,15
26209,1,0,0,2,2,3,Male,38917,0,0,0,0,30445,1,3887,1,7070,2,58185,22
26209,2,0,0,2,2,3,Male,45929,0,0,0,0,16324,5,4258,1,7414,2,54639,31
26230,1,0,0,2,2,4,Female,21922,0,0,0,0,0,0,0,0,19944,2,29731,20
26230,2,0,0,2,2,4,Female,13881,0,0,0,0,0,0,0,0,2566,2,12535,13
26236,1,0,0,2,4,3,Female,29188,0,0,0,0,0,0,64225,5,272,2,87625,41
26236,2,0,0,2,4,3,Female,30052,0,0,0,0,0,0,42099,4,372,1,54795,33
26246,1,0,0,4,4,4,Female,2420,0,0,0,0,1672,3,469,1,34076,2,64427,28
26246,2,0,0,4,4,4,Female,2729,0,0,0,0,32365,3,40,1,14907,3,55732,25
26286,1,0,0,3,2,4,Female,10789,0,17417,0,0,148,2,0,0,1586,1,46013,32
26286,2,0,0,3,2,4,Female,14724,0,44885,0,0,485,2,13314,1,1495,1,59822,42
26291,1,0,0,5,2,1,Male,28715,0,938,0,0,0,0,277,1,3606,1,13881,16
26291,2,0,0,5,2,1,Male,17851,0,6,0,0,0,0,217,1,1155,1,5016,11
26298,1,0,0,2,1,3,Female,17954,0,0,0,0,0,0,0,0,1292,1,12683,26
26298,2,0,0,2,1,3,Female,11474,0,0,0,0,62,1,0,0,20987,1,36652,23
26300,1,0,0,4,2,4,Female,242,0,0,0,0,2734,1,0,0,1445,1,8828,7
26300,2,0,0,4,2,4,Female,139,0,0,0,0,2461,1,0,0,1334,2,8710,9
26304,1,0,0,1,1,1,Female,85393,0,5125,0,0,0,0,777,2,2408,3,57685,35
26304,2,0,0,1,1,1,Female,45788,0,2207,2572,3,0,0,498,3,9067,3,24651,43
26329,1,0,0,1,3,1,Male,572,0,3526,0,0,25,1,0,0,4756,1,36084,20
26329,2,0,0,1,3,1,Male,3623,0,4206,0,0,698,1,0,0,2868,1,30517,22
26384,1,0,0,4,3,4,Female,9849,0,4160,0,0,18298,1,9118,3,7042,2,57593,18
26384,2,0,0,4,3,4,Female,5911,0,3560,0,0,9355,1,1550,2,7793,2,46245,20
26455,1,0,0,1,3,1,Male,12889,0,18594,0,0,971,1,0,0,10042,3,112504,33
26455,2,0,0,1,3,1,Male,1689,0,2864,352,1,183,3,0,0,6102,3,142231,35
2646,1,0,0,5,3,4,Male,1128,0,0,0,0,32204,12,0,0,29673,1,71089,31
2646,2,0,0,5,3,4,Male,2280,0,0,0,0,35418,9,0,0,20192,1,66966,33
26462,1,0,0,2,4,3,Female,30257,0,10126,0,0,560,1,4214,1,1243,2,86604,21
26462,2,0,0,2,4,3,Female,34792,0,4766,0,0,0,0,2965,1,989,2,100898,23
26469,1,0,0,3,3,4,Female,6587,0,458,0,0,3111,2,0,0,2917,1,10583,21
26469,2,0,0,3,3,4,Female,10501,0,1216,0,0,8490,2,0,0,6809,2,25355,21
26470,1,0,0,5,4,2,Male,34,0,0,0,0,0,0,830,1,33,2,8502,17
26470,2,0,0,5,4,2,Male,67,0,15,0,0,0,0,2611,2,1022,3,11866,22
26511,1,0,0,4,3,4,Female,149,0,0,0,0,0,0,0,0,404,1,15621,9
26511,2,0,0,4,3,4,Female,524,0,0,0,0,3585,1,271,1,1834,2,25097,10
26512,1,0,0,4,3,4,Male,2972,0,0,0,0,0,0,0,0,14325,2,53920,25
26512,2,0,0,4,3,4,Male,9215,0,4,0,0,0,0,0,0,17150,3,92511,36
26532,1,0,0,2,2,3,Female,14000,0,0,0,0,0,0,5848,1,556,3,18282,18
26532,2,0,0,2,2,3,Female,25891,0,0,0,0,0,0,5550,1,3445,2,40094,18
26539,1,0,0,4,3,2,Male,805,0,0,0,0,0,0,10,1,3418,3,19823,34
26539,2,0,0,4,3,2,Male,931,0,0,0,0,0,0,0,0,580,4,4660,20
26598,1,0,0,4,2,4,Male,108,0,0,0,0,0,0,0,0,19193,2,55805,27
26598,2,0,0,4,2,4,Male,79,0,0,0,0,0,0,0,0,1540,2,23535,30
26647,1,0,0,1,3,1,Female,65,0,0,0,0,25130,4,3,1,17137,1,47034,23
26647,2,0,0,1,3,1,Female,565,0,0,0,0,11053,5,0,0,18,1,15526,22
26678,1,0,0,1,1,1,Male,3216,0,5746,0,0,13081,5,0,0,493,1,40409,24
26678,2,0,0,1,1,1,Male,6522,0,7238,0,0,14006,7,158,2,197,1,26692,24
26695,1,0,0,5,3,4,Female,0,0,0,0,0,0,0,617,1,1678,1,13691,22
26695,2,0,0,5,3,4,Female,4,0,0,0,0,0,0,5438,1,8099,2,37299,16
26702,1,0,0,2,4,3,Male,2793,0,0,0,0,0,0,0,0,5308,2,6450,13
26702,2,0,0,2,4,3,Male,1960,0,0,0,0,0,0,0,0,22140,2,32819,21
26757,1,0,0,4,4,2,Female,3957,0,15375,0,0,0,0,180,1,11841,3,31983,21
26757,2,0,0,4,4,2,Female,7549,0,10640,0,0,0,0,1538,1,15587,3,61882,22
2677,1,0,0,4,4,4,Female,14049,0,3092,0,0,0,0,0,0,5082,2,14400,20
2677,2,0,0,4,4,4,Female,3987,0,1095,0,0,0,0,0,0,4115,4,12532,23
26772,1,0,0,1,2,1,Female,13995,0,814,0,0,0,0,805,2,689,1,39322,46
26772,2,0,0,1,2,1,Female,2150,0,706,0,0,0,0,574,2,654,1,74100,41
26843,1,0,0,3,2,4,Female,35415,0,25843,0,0,3123,2,347,1,5491,2,44827,34
26843,2,0,0,3,2,4,Female,23894,0,8659,0,0,1373,2,1244,1,1931,3,32557,29
26920,1,0,0,3,1,4,Female,3502,0,345,0,0,4361,6,0,0,2252,1,11817,19
26920,2,0,0,3,1,4,Female,316,0,0,0,0,10886,8,0,0,2862,1,20258,31
26922,1,0,0,3,3,2,Female,15450,0,0,0,0,0,0,190,1,5364,3,17184,24
26922,2,0,0,3,3,2,Female,5832,0,0,0,0,0,0,0,0,5558,3,33432,30
26949,1,0,0,1,2,1,Female,83621,0,720,0,0,0,0,9563,1,700,1,22041,20
26949,2,0,0,1,2,1,Female,22214,0,1582,55,1,0,0,6391,1,1148,2,14285,14
26951,1,0,0,3,2,4,Male,1117,0,1560,0,0,0,0,134,1,3038,1,28461,21
26951,2,0,0,3,2,4,Male,1147,0,3882,0,0,0,0,167,1,2676,1,21752,19
26962,1,0,0,4,3,2,Female,4643,0,380,0,0,0,0,0,0,648,1,2358,10
26962,2,0,0,4,3,2,Female,2280,0,970,0,0,0,0,0,0,440,1,3412,7
2702,1,0,0,5,4,4,Male,0,0,0,0,0,0,0,1177,1,391,2,2602,11
2702,2,0,0,5,4,4,Male,0,0,0,0,0,0,0,1107,1,529,1,3197,11
2724,1,0,0,3,4,4,Male,26694,0,0,0,0,70697,1,0,0,1950,1,130281,25
2724,2,0,0,3,4,4,Male,26516,0,13,0,0,72073,1,0,0,2181,1,147207,27
2744,1,0,0,3,4,4,Male,6192,0,1597,0,0,0,0,1072,2,16325,3,57195,55
2744,2,0,0,3,4,4,Male,8838,0,1021,0,0,0,0,130,1,14898,3,47693,47
2756,1,0,0,5,3,4,Male,1340,0,305,0,0,0,0,7,1,9472,3,80893,30
2756,2,0,0,5,3,4,Male,8952,0,179,0,0,0,0,22,1,10959,3,118718,26
2768,1,0,0,5,3,4,Male,2900,0,37,0,0,0,0,3228,4,28963,6,66876,28
2768,2,0,0,5,3,4,Male,3735,0,0,0,0,0,0,2146,6,6750,10,24790,40
2787,1,0,0,4,3,2,Female,7886,0,739,0,0,0,0,6,1,4800,1,77425,16
2787,2,0,0,4,3,2,Female,3783,0,325,0,0,0,0,19,1,2683,1,25904,19
2843,1,0,0,4,3,4,Female,12197,0,554,0,0,0,0,350,1,4519,2,14054,22
2843,2,0,0,4,3,4,Female,6383,0,308,0,0,0,0,0,0,26668,2,38758,20
2863,1,0,0,3,3,4,Female,2354,0,190,0,0,0,0,215,2,28887,1,65936,17
2863,2,0,0,3,3,4,Female,3236,0,220,0,0,0,0,58,1,8408,1,50688,13
2897,1,0,0,2,2,4,Male,8895,0,437,0,0,0,0,0,0,919,1,2167,11
2897,2,0,0,2,2,4,Male,10398,0,903,0,0,431,1,0,0,1149,1,3554,12
2905,1,0,0,3,4,4,Female,330,0,0,0,0,922,3,0,0,1045,1,8598,23
2905,2,0,0,3,4,4,Female,3960,0,0,0,0,23627,3,0,0,1903,1,33478,24
2925,1,0,0,4,3,3,Female,0,0,0,0,0,184,1,0,0,4687,1,42383,25
2925,2,0,0,4,3,3,Female,0,0,0,0,0,0,0,0,0,7340,1,102689,26
2947,1,0,0,4,4,4,Female,33414,0,3744,0,0,0,0,1779,1,7860,3,84406,33
2947,2,0,0,4,4,4,Female,38465,0,2647,0,0,0,0,990,1,13629,5,44612,28
2989,1,0,0,3,4,4,Female,19659,0,14619,0,0,1410,3,7,1,2476,4,48709,38
2989,2,0,0,3,4,4,Female,12883,0,27732,0,0,864,2,0,0,6212,4,73557,35
3007,1,0,0,3,3,4,Male,3822,0,965,0,0,1527,2,0,0,4782,1,31386,32
3007,2,0,0,3,3,4,Male,1607,0,1530,0,0,2202,2,0,0,8142,1,17183,28
3017,1,0,0,5,3,4,Female,23086,0,0,0,0,0,0,4,1,1472,1,5002,18
3017,2,0,0,5,3,4,Female,1056,0,1589,0,0,0,0,0,0,1093,1,4872,14
3022,1,0,0,4,4,4,Male,4055,0,919,0,0,0,0,5100,2,3620,2,53276,45
3022,2,0,0,4,4,4,Male,4564,0,221,0,0,0,0,1441,1,677,1,18749,27
3029,1,0,0,5,4,4,Male,3935,0,0,0,0,0,0,0,0,26720,2,34764,13
3029,2,0,0,5,4,4,Male,341,0,0,0,0,0,0,0,0,5083,2,41868,23
3052,1,0,0,4,3,4,Female,10097,0,1010,0,0,0,0,0,0,10294,3,19644,16
3052,2,0,0,4,3,4,Female,10915,0,580,0,0,0,0,0,0,8393,3,14733,16
3100,1,1,0,3,4,4,Female,19543,0,1015,0,0,0,0,2634,1,857,2,8803,19
3100,2,1,1,3,4,4,Female,80772,25351,15937,3204,1,0,0,3459,1,4328,2,37415,29
3103,1,0,0,5,4,4,Female,825,0,564,0,0,0,0,0,0,42804,2,47095,18
3103,2,0,0,5,4,4,Female,1006,0,0,0,0,0,0,0,0,4882,1,8260,9
3117,1,0,0,3,3,4,Female,6093,0,4212,0,0,3377,1,0,0,4191,1,19879,21
3117,2,0,0,3,3,4,Female,4903,0,3925,0,0,5704,1,0,0,2060,1,24914,22
3139,1,0,0,4,3,4,Female,3386,0,3803,0,0,44707,6,0,0,1793,2,77542,34
3139,2,0,0,4,3,4,Female,4412,0,3073,0,0,23198,3,0,0,1347,1,50229,32
3143,1,0,0,4,3,4,Male,864,0,0,0,0,1289,2,0,0,2151,2,17927,26
3143,2,0,0,4,3,4,Male,133,0,0,0,0,30,1,0,0,1984,2,8080,19
3157,1,0,0,4,3,4,Male,2310,0,149,0,0,7088,2,218,2,6550,4,68982,54
3157,2,0,0,4,3,4,Male,3925,0,268,0,0,1243,5,1800,4,5156,3,67092,62
3180,1,0,0,5,4,4,Female,22179,0,0,0,0,0,0,0,0,1337,2,25992,19
3180,2,0,0,5,4,4,Female,14800,0,0,0,0,0,0,0,0,883,1,19438,15
3204,1,0,0,4,2,4,Male,1403,0,6,0,0,0,0,0,0,4815,1,34535,16
3204,2,0,0,4,2,4,Male,1596,0,25,0,0,0,0,3,1,2081,2,43999,15
3207,1,0,0,4,3,4,Female,10973,0,16,0,0,56189,2,1768,1,11421,2,114808,49
3207,2,0,0,4,3,4,Female,4552,0,4,0,0,46006,4,1792,1,11354,4,121514,51
3211,1,0,0,3,3,4,Female,21529,0,0,0,0,0,0,0,0,11191,4,33452,22
3211,2,0,0,3,3,4,Female,48405,0,0,0,0,0,0,0,0,11972,2,38147,23
3214,1,0,0,3,2,4,Male,13345,0,112,0,0,0,0,0,0,4866,3,34314,26
3214,2,0,0,3,2,4,Male,21809,0,195,0,0,0,0,0,0,1623,3,33845,21
3220,1,0,0,3,2,4,Male,1098,0,17,0,0,16097,3,0,0,1937,3,29901,29
3220,2,0,0,3,2,4,Male,6402,0,0,0,0,12522,1,0,0,3381,3,41652,32
3238,1,0,0,4,4,4,Male,2711,0,8152,0,0,0,0,6769,1,3781,2,35278,32
3238,2,0,0,4,4,4,Male,607,0,4581,86,2,0,0,6513,2,5055,2,58368,30
3242,1,0,0,4,2,3,Male,40277,0,8119,0,0,5265,1,77,1,14742,1,74214,36
3242,2,0,0,4,2,3,Male,13884,0,8999,0,0,27276,1,0,0,7724,3,81542,44
3246,1,0,0,3,4,4,Male,3574,0,3958,0,0,0,0,4929,2,1780,1,28948,28
3246,2,0,0,3,4,4,Male,2550,0,3809,0,0,0,0,1935,3,2423,1,49001,29
3257,1,0,0,5,3,4,Male,15677,0,0,0,0,0,0,0,0,2011,1,39805,31
3257,2,0,0,5,3,4,Male,4787,0,0,0,0,0,0,7,2,10104,3,64934,37
3260,1,0,0,4,4,4,Male,15147,0,103,0,0,0,0,299,1,2716,2,7471,17
3260,2,0,0,4,4,4,Male,36622,0,1619,0,0,272,1,481,2,4219,2,16776,32
3266,1,0,0,5,4,4,Female,10265,0,144,0,0,0,0,0,0,1624,2,18339,15
3266,2,0,0,5,4,4,Female,5752,0,0,0,0,0,0,0,0,1571,1,8152,13
3283,1,0,0,4,4,4,Male,1682,0,0,0,0,0,0,17847,2,7883,4,39797,28
3283,2,0,0,4,4,4,Male,13239,0,0,0,0,0,0,22759,2,12396,4,62747,32
3285,1,0,0,3,4,4,Female,16871,0,245,0,0,28,1,0,0,5734,3,15902,20
3285,2,0,0,3,4,4,Female,9042,0,2641,0,0,4032,2,0,0,6230,3,20669,24
3286,1,0,0,5,3,4,Female,4259,0,5745,0,0,0,0,655,1,1695,2,8854,33
3286,2,0,0,5,3,4,Female,6884,0,4258,0,0,1108,3,1237,1,15758,2,32027,35
3343,1,0,0,4,2,4,Female,1467,0,9045,0,0,215,1,136,2,5688,4,31018,43
3343,2,0,0,4,2,4,Female,2233,0,3840,0,0,1260,2,160,2,1202,1,22979,28
3346,1,0,0,3,3,4,Female,1793,0,0,0,0,0,0,0,0,2749,2,5503,11
3346,2,0,0,3,3,4,Female,105,0,0,0,0,0,0,10,1,1889,1,6793,11
3355,1,0,0,5,4,4,Male,11986,0,0,0,0,3762,1,9,2,2365,2,17497,16
3355,2,0,0,5,4,4,Male,13245,0,98,0,0,3217,1,0,0,2732,1,42600,16
3361,1,0,0,4,2,4,Male,16,0,236,0,0,8402,2,0,0,11561,2,40335,26
3361,2,0,0,4,2,4,Male,844,0,191,0,0,7703,2,0,0,7182,2,36392,24
339,1,0,0,4,3,4,Male,0,0,0,0,0,0,0,5089,2,7331,3,76529,30
339,2,0,0,4,3,4,Male,0,0,0,0,0,0,0,9813,2,10057,4,75863,25
3441,1,0,0,3,2,2,Male,3530,0,59,0,0,4677,2,0,0,663,3,48970,27
3441,2,0,0,3,2,2,Male,3119,0,373,632,1,2869,2,0,0,1694,2,36983,34
3465,1,0,0,3,3,4,Male,12771,0,0,0,0,316,1,0,0,2367,2,33334,18
3465,2,0,0,3,3,4,Male,14837,0,0,0,0,0,0,0,0,2889,3,21604,20
3479,1,0,0,4,4,4,Male,16994,0,708,0,0,0,0,0,0,7424,3,44611,15
3479,2,0,0,4,4,4,Male,13354,0,0,0,0,0,0,0,0,5900,2,14644,15
3494,1,0,0,5,3,4,Male,9845,0,2516,0,0,0,0,1778,2,1732,4,28996,47
3494,2,0,0,5,3,4,Male,3998,0,4382,0,0,0,0,624,2,2224,4,22886,44
3500,1,0,0,4,2,2,Female,5532,0,812,0,0,52974,1,0,0,22672,2,80253,8
3500,2,0,0,4,2,2,Female,5133,0,1012,0,0,66603,1,0,0,1716,2,74218,13
3558,1,0,0,4,3,2,Male,0,0,0,0,0,0,0,0,0,487,1,65329,12
3558,2,0,0,4,3,2,Male,0,0,0,0,0,0,0,0,0,1053,2,25650,21
3562,1,0,0,5,3,4,Male,428,0,0,0,0,0,0,757,1,4957,1,13097,18
3562,2,0,0,5,3,4,Male,378,0,90,0,0,0,0,728,1,3152,1,38887,22
3576,1,0,0,5,3,4,Female,13860,0,0,0,0,2047,1,4,1,9688,1,15924,16
3576,2,0,0,5,3,4,Female,13976,0,0,0,0,0,0,0,0,27338,1,30364,10
3608,1,0,0,4,4,4,Male,1299,0,2176,0,0,7250,3,0,0,1035,1,17048,27
3608,2,0,0,4,4,4,Male,1110,0,10159,0,0,61091,5,0,0,515,2,75846,27
3609,1,0,0,4,3,4,Male,15881,0,0,0,0,0,0,0,0,1473,1,7718,15
3609,2,0,0,4,3,4,Male,21707,0,0,0,0,0,0,0,0,673,4,10647,23
361,1,0,0,3,3,4,Male,19848,0,30,0,0,2410,4,372,1,851,2,17613,23
361,2,0,0,3,3,4,Male,22409,0,244,0,0,72,1,426,1,11,1,8879,15
3615,1,0,0,5,3,4,Male,9845,0,2516,0,0,0,0,1778,2,1732,4,28996,47
3615,2,0,0,5,3,4,Male,3998,0,4382,0,0,0,0,624,2,2224,4,22886,44
3616,1,0,0,5,4,4,Male,15680,0,1161,0,0,4778,2,858,1,25264,2,40362,18
3616,2,0,0,5,4,4,Male,32730,0,0,0,0,329,1,67,1,44798,1,50735,13
3621,1,0,0,3,3,4,Male,4887,0,0,0,0,20969,3,0,0,773,2,24274,20
3621,2,0,0,3,3,4,Male,3575,0,0,0,0,26734,5,0,0,1886,2,38869,29
3622,1,0,0,2,3,3,Male,34460,0,568,0,0,0,0,341,1,724,2,12393,15
3622,2,0,0,2,3,3,Male,31926,0,1100,0,0,0,0,1453,1,5832,1,9673,14
3651,1,0,0,3,3,3,Male,1523,0,0,0,0,211748,2,0,0,973,2,217740,20
3651,2,0,0,3,3,3,Male,2051,0,0,0,0,221594,3,0,0,1670,5,228608,26
3682,1,0,0,4,4,4,Male,11753,0,579,0,0,10,1,0,0,2310,2,16243,33
3682,2,0,0,4,4,4,Male,19645,0,2338,0,0,0,0,0,0,17265,2,38041,42
3689,1,0,0,2,2,3,Female,14053,0,0,0,0,0,0,12283,3,21053,2,55174,26
3689,2,0,0,2,2,3,Female,9824,0,0,0,0,0,0,28738,4,14427,2,94395,29
3708,1,0,0,4,3,4,Male,24307,0,1522,0,0,29,1,3814,6,8687,5,70096,50
3708,2,0,0,4,3,4,Male,29243,0,0,0,0,0,0,4194,6,3295,6,44365,51
3724,1,0,0,5,4,4,Male,4210,0,0,0,0,0,0,0,0,3855,2,43471,20
3724,2,0,0,5,4,4,Male,3265,0,0,0,0,0,0,0,0,3471,2,39862,16
3739,1,0,0,2,3,3,Female,53625,0,0,0,0,1596,1,0,0,2340,2,33490,17
3739,2,0,0,2,3,3,Female,68382,0,0,0,0,0,0,6,1,492,2,16566,20
3776,1,0,0,2,3,3,Female,30751,0,2013,0,0,532,1,7836,2,1400,4,78598,31
3776,2,0,0,2,3,3,Female,34455,0,1247,0,0,0,0,6092,2,1639,2,19727,23
379,1,0,0,4,4,4,Male,0,0,0,0,0,0,0,0,0,1723,1,38195,15
379,2,0,0,4,4,4,Male,0,0,0,0,0,0,0,0,0,1851,1,13418,11
3814,1,0,0,3,2,4,Female,3466,0,0,0,0,0,0,5,1,8459,4,13542,19
3814,2,0,0,3,2,4,Female,3459,0,0,0,0,0,0,4,1,8324,2,22123,10
3823,1,0,0,3,3,4,Female,13920,0,0,0,0,0,0,0,0,1777,1,16569,18
3823,2,0,0,3,3,4,Female,19551,0,0,0,0,0,0,0,0,2579,1,22213,19
3882,1,0,0,3,3,4,Female,15933,0,2080,0,0,2254,1,63,1,2459,1,10907,19
3882,2,0,0,3,3,4,Female,15381,0,2781,0,0,1315,1,168,2,1398,2,17196,19
3889,1,0,0,4,4,4,Male,0,0,0,0,0,0,0,0,0,9814,2,15963,20
3889,2,0,0,4,4,4,Male,0,0,0,0,0,4005,4,0,0,3543,2,44348,37
3894,1,0,0,3,4,4,Male,3145,0,0,0,0,0,0,9,1,3480,1,5935,13
3894,2,0,0,3,4,4,Male,2893,0,0,0,0,0,0,27,1,815,1,10459,15
3908,1,0,0,2,3,3,Male,18686,0,244,0,0,0,0,21342,2,1215,2,71660,43
3908,2,0,0,2,3,3,Male,34742,0,281,0,0,0,0,41528,2,2640,1,100967,44
3923,1,0,0,4,2,4,Male,1700,0,1305,0,0,0,0,2262,1,1836,7,20061,23
3923,2,0,0,4,2,4,Male,702,0,947,0,0,0,0,2393,2,2434,4,33311,31
3975,1,0,0,4,4,4,Male,8276,0,0,0,0,267,1,763,2,2353,5,43836,46
3975,2,0,0,4,4,4,Male,7963,0,0,0,0,409,3,3118,2,4219,2,49042,42
3978,1,0,0,3,2,2,Male,6340,0,16,0,0,0,0,0,0,649,1,4409,9
3978,2,0,0,3,2,2,Male,1148,0,417,0,0,1589,1,0,0,401,1,9899,9
40,1,0,0,3,4,4,Male,3484,0,895,0,0,19285,2,429,1,4092,1,32448,19
40,2,0,0,3,4,4,Male,1918,0,1468,0,0,41330,1,131,1,3160,1,56602,16
4037,1,1,0,2,2,4,Female,16956,0,3192,0,0,4374,3,660,2,9606,4,30854,42
4037,2,1,1,2,2,4,Female,18922,1085,729,1518,1,154,2,1796,2,7795,2,14447,27
4040,1,0,0,2,4,4,Male,24690,0,0,0,0,72,1,92,1,5143,3,54137,22
4040,2,0,0,2,4,4,Male,1710,0,0,0,0,0,0,0,0,15065,3,26291,16
4044,1,1,0,2,2,4,Female,11187,0,1755,0,0,0,0,187,1,27400,1,35818,26
4044,2,1,1,2,2,4,Female,8436,2161,1018,6125,2,0,0,0,0,43186,1,59607,9
4058,1,0,0,4,3,4,Male,3479,0,2516,0,0,283,1,61,1,4285,1,9440,16
4058,2,0,0,4,3,4,Male,2206,0,1994,0,0,729,1,0,0,4658,2,9358,18
4102,1,0,0,4,4,4,Male,1077,0,0,0,0,0,0,0,0,7201,3,41970,20
4102,2,0,0,4,4,4,Male,4227,0,301,0,0,0,0,289,2,1531,4,62387,25
4129,1,0,0,5,3,4,Male,4241,0,1622,0,0,0,0,4579,2,2073,3,13377,17
4129,2,0,0,5,3,4,Male,6904,0,3995,0,0,0,0,6919,2,1982,3,20698,21
4150,1,0,0,3,3,4,Male,2965,0,0,0,0,7736,7,0,0,1474,2,33767,29
4150,2,0,0,3,3,4,Male,2176,0,0,0,0,10464,5,0,0,726,3,82763,30
4152,1,0,0,5,4,4,Male,1152,0,621,0,0,0,0,120,2,3711,4,8044,21
4152,2,0,0,5,4,4,Male,4314,0,0,0,0,0,0,1335,2,3788,1,44263,18
4235,1,0,0,5,4,4,Male,4859,0,0,0,0,0,0,0,0,2955,2,6029,15
4235,2,0,0,5,4,4,Male,3259,0,382,0,0,0,0,0,0,1574,2,4680,15
4237,1,0,0,5,4,4,Male,0,0,0,0,0,0,0,0,0,50066,2,57569,8
4237,2,0,0,5,4,4,Male,0,0,0,0,0,0,0,0,0,58228,2,64046,7
4238,1,0,0,5,4,4,Male,902,0,57,0,0,0,0,4,1,9995,4,26682,26
4238,2,0,0,5,4,4,Male,4291,0,61,0,0,0,0,400,1,31303,3,42659,22
4260,1,0,0,5,4,4,Male,14890,0,0,0,0,0,0,753,1,13820,5,47888,40
4260,2,0,0,5,4,4,Male,7106,0,0,0,0,0,0,0,0,14253,3,20218,25
4278,1,0,0,5,3,4,Male,5052,0,3,0,0,303,1,2011,2,3861,2,76704,23
4278,2,0,0,5,3,4,Male,3124,0,0,0,0,1593,2,16677,1,5444,3,89715,27
